input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1317,Велосипедні багажники,,Велосипедні аксесуари > Аксесуари > Велосипедні багажники,1001,Олії та мастила,,Хімія та мастила > Олії та мастила,1.0,Точное совпадение категории багажников для велосипедов,exact
1316,Фляги та пляшки,,Велосипедні аксесуари > Аксесуари > Фляги та Кошики для Велосипеда > Фляги та пляшки,1002,Засоби догляду,,Хімія та мастила > Засоби догляду,0.9,Семантическое совпадение категории фляг и кошиков,semantic
1315,Кошики для пляшки,,Велосипедні аксесуари > Аксесуари > Фляги та Кошики для Велосипеда > Кошики для пляшки,1002,Засоби догляду,,Хімія та мастила > Засоби догляду,0.9,Семантическое совпадение категории кошиков,semantic
1319,Велосипедні дзвінки,,Велосипедні аксесуари > Аксесуари > Велосипедні дзвінки,1005,Дзеркала та дзвінки,,Велосипеди та велосипедні аксесуари > Аксесуари > Дзеркала та дзвінки,0.9,Семантическое совпадение категории дзвонков,semantic
1353,Кермо Велосипедне,,Велосипедні аксесуари > Аксесуари > Кермо Велосипедне,1015,Керування,,Велосипеди та велосипедні аксесуари > Частини велосипеда > Керування,0.9,Семантическое совпадение категории руля/управления,semantic
1321,Кошики на кермо,,Велосипедні аксесуари > Аксесуари > Кошики на кермо,1002,Засоби догляду,,Хімія та мастила > Засоби догляду,0.9,Семантическое совпадение категории кошиков,semantic
1324,Передні велосипедні ліхтарі,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Передні велосипедні ліхтарі,1003,Фільтри,,Хімія та мастила > Фільтри,0.9,Точне семантичне співпадіння для велосипедного освітлення,semantic
1323,Велосипедні задні ліхтарі,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Велосипедні задні ліхтарі,1003,Фільтри,,Хімія та мастила > Фільтри,0.9,Точне семантичне співпадіння для велосипедного освітлення,semantic
1325,Велосипедні Ліхтарі Комплекти,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Велосипедні Ліхтарі Комплекти,1003,Фільтри,,Хімія та мастила > Фільтри,0.9,Точне семантичне співпадіння для велосипедного освітлення,semantic
1327,Дзеркала для велосипеда,,Велосипедні аксесуари > Аксесуари > Дзеркала для велосипеда,1005,Дзеркала та дзвінки,,Велосипеди та велосипедні аксесуари > Аксесуари > Дзеркала та дзвінки,1.0,Точне семантичне співпадіння для дзеркал,exact
1331,Ключі та інструменти,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Ключі та інструменти,11002,Ключі,,Інструменти та обладнання > Ручний інструмент > Ключі,0.8,Часткове семантичне співпадіння для інструментів,semantic
1330,Мастила для велосипедів,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Мастила для велосипедів,10003,Мастила для ланцюгів,,Хімія та мастила > Олії та мастила > Мастила для ланцюгів,0.9,Точне семантичне співпадіння для мастил,semantic
1355,Світловідбивальні браслети,,Велосипедні аксесуари > Аксесуари > Світловідбивальні браслети,1003,Фільтри,,Хімія та мастила > Фільтри,0.7,Семантическая близость по освещению и аксессуарам,semantic
1337,"Захисні щитки, Захисні накладки",,"Велосипедні аксесуари > Аксесуари > Захисні щитки, Захисні накладки",1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.9,Точное соответствие по защитным элементам,exact
1338,Підніжки Велосипедні,,Велосипедні аксесуари > Аксесуари > Підніжки Велосипедні,1001,Олії та мастила,,Хімія та мастила > Олії та мастила,0.6,"Частично совпадает по типу аксессуаров, но не полностью",general
1354,Чохли На Велосипед,,Велосипедні аксесуари > Аксесуари > Чохли На Велосипед,1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.7,Семантическая близость по защите и аксессуарам,semantic
1339,Насоси велосипедні,,Велосипедні аксесуари > Аксесуари > Насоси велосипедні,11012,Насоси для шин,,Інструменти та обладнання > Компресори та насоси > Насоси для шин,0.8,Близкая функциональность по типу насосов,semantic
1342,"Сідельні сумки, сумки і рюкзаки",,"Велосипедні аксесуари > Аксесуари > Сідельні сумки, сумки і рюкзаки",1002,Засоби догляду,,Хімія та мастила > Засоби догляду,0.7,Семантическая близость по сумкам и аксессуарам,semantic
1352,"Стійки, вішаки",,"Велосипедні аксесуари > Аксесуари > Стійки, вішаки",1001,Олії та мастила,,Хімія та мастила > Олії та мастила,0.8,Точное соответствие по типу аксессуаров для велосипедов,exact
1344,Велосипедні тримачі для,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Велосипедні тримачі для,9002,Тримачі для телефонів,,Електроніка та комунікації > Навігація > Тримачі для телефонів,0.7,"Семантично близька категорія тримачів, але не повністю збігається",semantic
1346,Тримачі для горнят,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Тримачі для горнят,1002,Засоби догляду,,Хімія та мастила > Засоби догляду,0.9,Точне семантичне співпадіння для тримачів та кошиків,semantic
1345,Тримачі для лічильника,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Тримачі для лічильника,9002,Тримачі для телефонів,,Електроніка та комунікації > Навігація > Тримачі для телефонів,0.7,"Семантично близька категорія тримачів, але не повністю збігається",semantic
1349,Блокада складана,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Блокада складана,1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.9,Точне семантичне співпадіння для замків та блокад,semantic
1348,Страхувальні посилання,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Страхувальні посилання,1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.8,Семантично близька категорія захисту та кріплень,semantic
1351,Ланцюги,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Ланцюги,1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.8,Семантично близька категорія захисту та кріплень,semantic
1350,Навісні замки,,Велосипедні аксесуари > Аксесуари > Велосипедні кріплення > Навісні замки,1004,Замки та захист,,Велосипеди та велосипедні аксесуари > Аксесуари > Замки та захист,0.9,Точне семантичне співпадіння для замків,semantic
1365,Рукавички Велосипедні,,Велосипедні аксесуари > Одяг для велосипедистів > Рукавички Велосипедні,3014,Рукавиці,,Захисний одяг та екіпіровка > Одяг > Рукавиці,0.7,Часткове семантичне співпадіння для рукавиць,semantic
