input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
12420,"Азіатська вермишель, лапша",,"Азіатська кухня > Азіатська вермишель, лапша",367,Рис та локшина,,Бакалія і консерви > Азійська кухня > Рис та локшина,0.9,Точне семантичне співпадіння - азійська локшина,semantic
12421,Азіатський суп,,Азіатська кухня > Азіатський суп,369,Азійські страви швидкого приготування,,Бакалія і консерви > Азійська кухня > Азійські страви швидкого приготування,0.7,Часткове семантичне співпадіння з азійськими стравами,semantic
12422,Азіатські приправи,,Азіатська кухня > Азіатські приправи,366,"Соуси, приправи",,"Бакалія і консерви > Азійська кухня > Соуси, приправи",1.0,Точне семантичне співпадіння з азійськими соусами та приправами,exact
12423,"Кокосове молоко, вершки",,"Азіатська кухня > Кокосове молоко, вершки",370,Набори для приготування,,Бакалія і консерви > Азійська кухня > Набори для приготування,0.6,Часткове семантичне співпадіння з наборами для приготування,semantic
12416,Водорості норі,,Азіатська кухня > Продукти для суші і ролів > Водорості норі,368,Водорості,,Бакалія і консерви > Азійська кухня > Водорості,0.9,Точне семантичне співпадіння з водоростями,semantic
12418,"Імбир, васабі",,"Азіатська кухня > Продукти для суші і ролів > Імбир, васабі",50,Імбир,,"Овочі та фрукти, зелень, гриби  > Овочі > Імбир",0.8,Часткове семантичне співпадіння з імбирем,semantic
12419,Набір для приготування,,Азіатська кухня > Продукти для суші і ролів > Набір для приготування,370,Набори для приготування,,Бакалія і консерви > Азійська кухня > Набори для приготування,1.0,Точне семантичне співпадіння з наборами для приготування,exact
12417,Оцет і соуси,,Азіатська кухня > Продукти для суші і ролів > Оцет і соуси,366,"Соуси, приправи",,"Бакалія і консерви > Азійська кухня > Соуси, приправи",1.0,Точне семантичне співпадіння з соусами та приправами,exact
12415,Рис для суші,,Азіатська кухня > Продукти для суші і ролів > Рис для суші,367,Рис та локшина,,Бакалія і консерви > Азійська кухня > Рис та локшина,1.0,Точне семантичне співпадіння з рисом,exact
12002,Вина безалкогольні,,Алкоголь > Вино > Вина безалкогольні,582,Тихі вина,,Алкоголь. Напої. Тютюн > Алкоголь > Тихі вина,0.6,Часткове семантичне співпадіння з винами,semantic
11999,Вина тихі білі,,Алкоголь > Вино > Вина тихі білі,582,Тихі вина,,Алкоголь. Напої. Тютюн > Алкоголь > Тихі вина,0.9,Точне співпадіння категорії тихих вин,semantic
12000,Вина тихі рожеві,,Алкоголь > Вино > Вина тихі рожеві,582,Тихі вина,,Алкоголь. Напої. Тютюн > Алкоголь > Тихі вина,0.9,Точне співпадіння категорії тихих вин,semantic
12001,"Вина тихі солодкі, кріплені",,"Алкоголь > Вино > Вина тихі солодкі, кріплені",582,Тихі вина,,Алкоголь. Напої. Тютюн > Алкоголь > Тихі вина,0.9,Точне співпадіння категорії тихих вин,semantic
11998,Вина тихі червоні,,Алкоголь > Вино > Вина тихі червоні,582,Тихі вина,,Алкоголь. Напої. Тютюн > Алкоголь > Тихі вина,0.9,Точне співпадіння категорії тихих вин,semantic
12003,"Шампанське, вина ігристі",,"Алкоголь > Вино > Шампанське, вина ігристі",590,Ігристі вина та шампанське,,Алкоголь. Напої. Тютюн > Алкоголь > Ігристі вина та шампанське,1.0,Точне співпадіння категорії ігристих вин та шампанського,exact
11987,Аперитив,,Алкоголь > Коктейльні напої > Аперитив,580,"Лікери, бальзами, біттери",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Лікери, бальзами, біттери",0.8,Часткове співпадіння в категорії лікерів та біттерів,semantic
11988,Біттер,,Алкоголь > Коктейльні напої > Біттер,580,"Лікери, бальзами, біттери",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Лікери, бальзами, біттери",1.0,Точне співпадіння категорії біттерів,exact
11989,Вермут,,Алкоголь > Коктейльні напої > Вермут,601,Вермути,,Алкоголь. Напої. Тютюн > Алкоголь > Вермути,1.0,Точне співпадіння категорії вермутів,exact
11990,Лікер,,Алкоголь > Коктейльні напої > Лікер,580,"Лікери, бальзами, біттери",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Лікери, бальзами, біттери",1.0,Точне співпадіння категорії лікерів,exact
11991,Наливка,,Алкоголь > Коктейльні напої > Наливка,579,"Настоянки, наливки",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Настоянки, наливки",1.0,Точне співпадіння категорії наливок,exact
11992,"Настоянка, бальзам",,"Алкоголь > Коктейльні напої > Настоянка, бальзам",580,"Лікери, бальзами, біттери",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Лікери, бальзами, біттери",0.9,Точне семантичне співпадіння категорії бальзамів,semantic
11978,Абсент,,Алкоголь > Міцні напої > Абсент,577,Азійський алкоголь,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Азійський алкоголь,0.5,"Немає точної категорії для абсенту, часткове співпадіння з міцним алкоголем",general
11984,Безалкогольні міцні напої,,Алкоголь > Міцні напої > Безалкогольні міцні напої,614,Безалкогольні міцні напої,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Безалкогольні міцні напої,1.0,Точне співпадіння категорії,exact
11979,Віскі,,Алкоголь > Міцні напої > Віскі,572,Віскі,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Віскі,1.0,Точне співпадіння категорії,exact
11980,Горілка,,Алкоголь > Міцні напої > Горілка,578,Горілка,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Горілка,1.0,Точне співпадіння категорії,exact
11981,"Джин, женевер",,"Алкоголь > Міцні напої > Джин, женевер",575,Джин,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Джин,0.9,"Майже точне співпадіння, враховуючи женевер як різновид джину",semantic
11982,"Коньяк, бренді, арманьяк",,"Алкоголь > Міцні напої > Коньяк, бренді, арманьяк",573,"Коньяк, бренді",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Коньяк, бренді",0.9,Точне співпадіння з незначною різницею у формулюванні,semantic
11983,Ром,,Алкоголь > Міцні напої > Ром,574,Ром,,Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Ром,1.0,Точне співпадіння категорії,exact
11985,"Текіла, мескаль",,"Алкоголь > Міцні напої > Текіла, мескаль",576,"Текіла, агавові дистиляти",,"Алкоголь. Напої. Тютюн > Алкоголь > Міцний алкоголь > Текіла, агавові дистиляти",0.9,"Майже точне співпадіння, враховуючи агавові дистиляти",semantic
12008,Безалкогольне пиво,,Алкоголь > Пиво > Безалкогольне пиво,602,Пиво,,Алкоголь. Напої. Тютюн > Алкоголь > Пиво,0.7,"Часткове співпадіння, немає окремої категорії для безалкогольного пива",general
12005,Вітчизняне крафтове пиво,,Алкоголь > Пиво > Вітчизняне крафтове пиво,602,Пиво,,Алкоголь. Напої. Тютюн > Алкоголь > Пиво,0.9,Точное соответствие в категории пива,exact
12006,Вітчизняне пиво,,Алкоголь > Пиво > Вітчизняне пиво,602,Пиво,,Алкоголь. Напої. Тютюн > Алкоголь > Пиво,0.9,Точное соответствие в категории пива,exact
12007,Імпортне пиво,,Алкоголь > Пиво > Імпортне пиво,602,Пиво,,Алкоголь. Напої. Тютюн > Алкоголь > Пиво,0.9,Точное соответствие в категории пива,exact
11994,Алкогольні коктейлі,,Алкоголь > Слабоалкогольні напої > Алкогольні коктейлі,610,Коктейлі,,"Алкоголь. Напої. Тютюн > Алкоголь > Слабоалкогольні напої, сидр > Коктейлі",1.0,Точное соответствие в категории слабоалкогольных коктейлей,exact
11995,Алкоенергетик,,Алкоголь > Слабоалкогольні напої > Алкоенергетик,609,Алкоенергетики,,"Алкоголь. Напої. Тютюн > Алкоголь > Слабоалкогольні напої, сидр > Алкоенергетики",1.0,Точное соответствие в категории алкоэнергетиков,exact
11996,Сидр,,Алкоголь > Слабоалкогольні напої > Сидр,608,Сидр та збитень,,"Алкоголь. Напої. Тютюн > Алкоголь > Слабоалкогольні напої, сидр > Сидр та збитень",1.0,Точное соответствие в категории сидра,exact
12035,Безглютенова продукція,,"Бакалія, консервація > Безглютенова продукція",300,Безглютенові продукти,,Здорове харчування > Безглютенові продукти,1.0,Точное соответствие в категории безглютеновых продуктов,exact
12065,"Борошно житнє, кукурудзяне, гречане і т.д.",,"Бакалія, консервація > Борошно, борошняні суміші > Борошно житнє, кукурудзяне, гречане і т.д.",328,Інші види борошна,,Бакалія і консерви > Борошно > Інші види борошна,0.9,Соответствие для нестандартных видов муки,semantic
12064,Борошно пшеничне,,"Бакалія, консервація > Борошно, борошняні суміші > Борошно пшеничне",322,Пшеничне борошно,,Бакалія і консерви > Борошно > Пшеничне борошно,1.0,Точное соответствие пшеничной муке,exact
12087,"Варення, повидло",,"Бакалія, консервація > Варення, сиропи, топінги > Варення, повидло",355,Варення та джеми,,"Бакалія і консерви > Консервовані фрукти, варення, мед > Варення та джеми",1.0,Точное соответствие в категории варенья,exact
12088,"Джем, конфітюр",,"Бакалія, консервація > Варення, сиропи, топінги > Джем, конфітюр",355,Варення та джеми,,"Бакалія і консерви > Консервовані фрукти, варення, мед > Варення та джеми",0.95,Точное семантическое совпадение категории варення и джемів,exact
