input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
91,Сітки багажні,,Аксесуари > Сітки багажні,4034,Органайзери,,Позашляхові аксесуари та обладнання > Багажні системи > Органайзери,0.6,Частичное совпадение по багажным системам и органайзерам,semantic
94,"Акумулятори, зарядні пристрої",,"Акумулятори, зарядні пристрої",9021,Акумулятори,,Електроніка та комунікації > Акумулятори та живлення > Акумулятори,0.8,Точное совпадение по категории акумуляторов,exact
76,Деталі ATV,,Деталі ATV,8001,Двигун та трансмісія,,Квадроцикли та UTV > Частини квадроцикла > Двигун та трансмісія,0.9,Близкое соответствие по типу деталей для квадроциклов,semantic
39,Електрика | Освітлення,,Частини JAWA 50 > Електрика | Освітлення,2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точное соответствие по категории электрики и освещения для мотоциклов,exact
40,Карбюратор,,Частини JAWA 50 > Карбюратор,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.8,Соответствие по категории частей двигателя,semantic
42,Кузов | Підвіска | Рама,,Частини JAWA 50 > Кузов | Підвіска | Рама,2011,Бампери та дуги,,Мотоциклетні аксесуари та частини > Кузов та захист > Бампери та дуги,0.7,Частичное соответствие по категории кузова и защиты,general
43,Наклейки,,Частини JAWA 50 > Наклейки,2023,Наклейки та емблеми,,Мотоциклетні аксесуари та частини > Аксесуари > Наклейки та емблеми,1.0,Точное соответствие по категории наклеек,exact
44,Двигун,,Частини JAWA 50 > Двигун,2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,1.0,Точное соответствие по категории частей двигателя,exact
13,Електрика та Освітлення,,"Частини MZ ETZ, TS, ES > Електрика та Освітлення",2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точное соответствие по категории электрики и освещения для мотоциклов,exact
14,карбюратор,,"Частини MZ ETZ, TS, ES > карбюратор",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,0.9,Карбюратор є частиною двигуна мотоцикла,semantic
16,"Надбудова, Підвіска, Рама",,"Частини MZ ETZ, TS, ES > Надбудова, Підвіска, Рама",5001,Амортизатори,,Підвіска та трансмісія > Система підвіски > Амортизатори,0.7,Часткове співпадіння за підвіскою,general
17,Наклейки,,"Частини MZ ETZ, TS, ES > Наклейки",2023,Наклейки та емблеми,,Мотоциклетні аксесуари та частини > Аксесуари > Наклейки та емблеми,1.0,Точне співпадіння категорії наклейок,exact
18,Двигун,,"Частини MZ ETZ, TS, ES > Двигун",2001,Частини двигуна,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Частини двигуна,1.0,Точне співпадіння за категорією двигуна,exact
19,Силова передача,,"Частини MZ ETZ, TS, ES > Силова передача",5011,Диференціали,,Підвіска та трансмісія > Привідна система > Диференціали,0.8,Семантичне співпадіння за силовою передачею,semantic
20,Система випуску,,"Частини MZ ETZ, TS, ES > Система випуску",2004,Система випуску,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Система випуску,1.0,Точне співпадіння за системою випуску,exact
31,Електрика | Освітлення,,"Деталі ROMET, KOMAR > Електрика | Освітлення",2002,Електрика та освітлення,,Мотоциклетні аксесуари та частини > Частини мотоцикла > Електрика та освітлення,1.0,Точне співпадіння за електрикою та освітленням,exact
