input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1803,Акумулятори,,акумулятори - перетворювачі - зарядні пристрої - буст > Акумулятори,9021,Акумулятори,,Електроніка та комунікації > Акумулятори та живлення > Акумулятори,0.95,Точное совпадение по типу и семантике электронных компонентов,exact
1680,Аксесуари кузова,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Аксесуари кузова",4024,Бампери,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Бампери,0.8,Семантическое сходство с аксессуарами кузова и защитой,semantic
1697,Аксесуари пакування,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Аксесуари пакування",4034,Органайзери,,Позашляхові аксесуари та обладнання > Багажні системи > Органайзери,0.85,Близкое семантическое значение с системами упаковки и организации,semantic
1683,Даховий багаж і обладнання,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Даховий багаж і обладнання",4031,Дахові багажники,,Позашляхові аксесуари та обладнання > Багажні системи > Дахові багажники,0.95,Точное совпадение по типу багажных систем,exact
1699,Кріплення для вантажівки,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Кріплення для вантажівки",4033,Кріплення для каністр,,Позашляхові аксесуари та обладнання > Багажні системи > Кріплення для каністр,0.75,Семантическое сходство с креплениями и багажными системами,semantic
1694,Бичачі дуги,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Бичачі дуги",2011,Бампери та дуги,,Мотоциклетні аксесуари та частини > Кузов та захист > Бампери та дуги,0.9,Точное совпадение по типу защитных дуг,exact
1685,Двері і дзеркала,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Двері і дзеркала",2022,Дзеркала,,Мотоциклетні аксесуари та частини > Аксесуари > Дзеркала,0.7,"Частичное совпадение по зеркалам, но без категории для дверей",general
1702,Емблеми - автомобільні значки,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Емблеми - автомобільні значки",2023,Наклейки та емблеми,,Мотоциклетні аксесуари та частини > Аксесуари > Наклейки та емблеми,0.7,Часткове семантичне співпадіння за типом аксесуарів,semantic
1688,Кріплення запасного колеса,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Кріплення запасного колеса",4033,Кріплення для каністр,,Позашляхові аксесуари та обладнання > Багажні системи > Кріплення для каністр,0.6,Часткове семантичне співпадіння за типом кріплення,semantic
1691,Захисні кожухи 4x4,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Захисні кожухи 4x4",4024,Бампери,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Бампери,0.7,Семантичне співпадіння за захистом позашляхового транспорту,semantic
1700,Захисти диференціала - мостів,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Захисти диференціала - мостів",4022,Захист диференціала,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Захист диференціала,0.9,Точне семантичне співпадіння за захистом диференціала,exact
1682,Монтажні пластини лебідки,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Монтажні пластини лебідки",4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.7,Часткове семантичне співпадіння за обладнанням для позашляхової техніки,semantic
1687,Розширення і диски,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Розширення і диски",4024,Бампери,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Бампери,0.7,Часткове семантичне співпадіння по захисту кузова,semantic
1681,Пороги і сходинки,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Пороги і сходинки",4023,Пороги,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Пороги,1.0,Точне семантичне співпадіння,exact
1686,Бампери та трубки,,"Елементи кузова і шасі | Багажники, бампери, захисні кришки > Бампери та трубки",4024,Бампери,,Позашляхові аксесуари та обладнання > Захист днища та кузова > Бампери,0.9,Майже точне семантичне співпадіння по бамперах,semantic
1770,Аксесуари для шин,,"Диски, Розпірки, Шини > Аксесуари для шин",6021,Відстані,,"Шини, диски та колеса > Аксесуари для коліс > Відстані",0.8,Часткове семантичне співпадіння по аксесуарах для коліс,semantic
1766,Відстані,,"Диски, Розпірки, Шини > Відстані",6021,Відстані,,"Шини, диски та колеса > Аксесуари для коліс > Відстані",1.0,Точне семантичне співпадіння,exact
1774,Алюмінієві диски,,"Диски, Розпірки, Шини > Алюмінієві диски",6012,Алюмінієві диски,,"Шини, диски та колеса > Диски > Алюмінієві диски",1.0,Точне семантичне співпадіння,exact
1773,Диски сталеві,,"Диски, Розпірки, Шини > Диски сталеві",6011,Сталеві диски,,"Шини, диски та колеса > Диски > Сталеві диски",1.0,Точне семантичне співпадіння,exact
1768,Ковпаки Кришки,,"Диски, Розпірки, Шини > Ковпаки Кришки",6022,Ковпаки,,"Шини, диски та колеса > Аксесуари для коліс > Ковпаки",1.0,Точное соответствие в категории аксессуаров для колес,exact
1769,Ланцюги на колеса,,"Диски, Розпірки, Шини > Ланцюги на колеса",6024,Ланцюги на колеса,,"Шини, диски та колеса > Аксесуари для коліс > Ланцюги на колеса",1.0,Точное соответствие в категории аксессуаров для колес,exact
1767,Шини,,"Диски, Розпірки, Шини > Шини",6001,Всесезонні,,"Шини, диски та колеса > Шини > Всесезонні",0.9,Семантическое соответствие в категории шин,semantic
1775,Кільця центрувальні,,"Диски, Розпірки, Шини > Кільця центрувальні",6021,Відстані,,"Шини, диски та колеса > Аксесуари для коліс > Відстані",0.8,Семантическое соответствие в категории аксессуаров для колес,semantic
1765,Гвинти і гайки,,"Диски, Розпірки, Шини > Гвинти і гайки",6023,Гайки та болти,,"Шини, диски та колеса > Аксесуари для коліс > Гайки та болти",1.0,Точное соответствие в категории аксессуаров для колес,exact
1799,Переговорні пристрої Cardo,,радіостанції - короткохвильові радіо > Переговорні пристрої Cardo,9012,Інтеркоми,,Електроніка та комунікації > Зв'язок > Інтеркоми,0.9,Семантическое соответствие в категории связи,semantic
1802,Радіозв'язок,,радіостанції - короткохвильові радіо > Радіозв'язок,9011,Радіостанції CB,,Електроніка та комунікації > Зв'язок > Радіостанції CB,1.0,Точное соответствие в категории связи,exact
1800,Центральний регіон,,радіостанції - короткохвильові радіо > Центральний регіон,9011,Радіостанції CB,,Електроніка та комунікації > Зв'язок > Радіостанції CB,0.9,Точное соответствие по типу товара - радиостанции,exact
1709,Каністри резервуари кріплення,,Каністри резервуари кріплення,4033,Кріплення для каністр,,Позашляхові аксесуари та обладнання > Багажні системи > Кріплення для каністр,0.9,Точное соответствие по назначению - крепление канистр,exact
1706,Компресори та приладдя,,Компресори та приладдя,11011,Компресори повітряні,,Інструменти та обладнання > Компресори та насоси > Компресори повітряні,0.8,Соответствие по типу оборудования - компрессоры,semantic
1582,Розширювачі,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Розширювачі,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.9,Точное соответствие по типу аксессуаров - шаклы и блоки,exact
1576,Гаки,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Гаки,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.8,Семантическое соответствие - элементы такелажного оборудования,semantic
1571,Кінетичні линви та стрічки,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Кінетичні линви та стрічки,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.9,Точное соответствие по типу - кинетические тросы и ленты,exact
1578,Сталеві троси,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Сталеві троси,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.9,Точное соответствие по типу - стальные тросы,exact
1572,Синтетичні линви,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Синтетичні линви,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.9,Точное соответствие по типу - синтетические тросы,exact
1584,Інструменти та аксесуари для мотузок,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Інструменти та аксесуари для мотузок,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.8,Семантическое соответствие - инструменты и аксессуары для тросов,semantic
1570,Ремені для дерев - Стропи,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Ремені для дерев - Стропи,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.9,Точное соответствие по типу - ремни и стропы,exact
1580,Транспортні ремені для платформи,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Транспортні ремені для платформи,4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.9,Точне семантичне співпадіння за типом аксесуарів для позашляхової техніки,semantic
1585,Підйомники,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Підйомники,4015,Піднімачі,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Піднімачі,1.0,Точне співпадіння за назвою та категорією,exact
1583,Напрямні для витягувачів,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Напрямні для витягувачів,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.8,Часткове семантичне співпадіння в категорії лебідок та рятувального обладнання,semantic
1581,Швидкий Кулак Кріплення,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Швидкий Кулак Кріплення,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.7,"Часткове семантичне співпадіння, але не повністю впевнені",semantic
1574,Ланцюги,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Ланцюги,6024,Ланцюги на колеса,,"Шини, диски та колеса > Аксесуари для коліс > Ланцюги на колеса",0.6,"Часткове семантичне співпадіння, але не повна впевненість",semantic
1573,Шекли м'які - з синтетичного троса,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Шекли м'які - з синтетичного троса,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.9,Точне семантичне співпадіння за типом обладнання,semantic
1579,"Стяжки, Обгортки, ремонтні стрічки",,"троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Стяжки, Обгортки, ремонтні стрічки",4013,Троси та ремені,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Троси та ремені,0.8,Семантичне співпадіння за типом ремінців та аксесуарів,semantic
1575,Затискачі для такелажних скоб і гаків,,троси - стропи - кінетичні ремені синтетичні - шакли - блоки > Затискачі для такелажних скоб і гаків,4014,Шакли та блоки,,Позашляхові аксесуари та обладнання > Лебідки та рятувальне обладнання > Шакли та блоки,0.9,Точне семантичне співпадіння за типом обладнання,semantic
