input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1758,Куфри і сумки до Quad,,Скрині і Похідні Сумки > Куфри і сумки до Quad,50404,Водонепроникні сумки,,Туризм та кемпінг > Ящики та сумки експедиційні > Водонепроникні сумки,0.85,Сумки для квадроциклів відповідають категорії водонепроникних експедиційних сумок,semantic
1760,Torby MOLLE і аксесуари,,Скрині і Похідні Сумки > Torby MOLLE і аксесуари,50405,MOLLE сумки,,Туризм та кемпінг > Ящики та сумки експедиційні > MOLLE сумки,1.0,Точне співпадіння категорії MOLLE сумок,exact
1763,Органайзери для багажу,,Скрині і Похідні Сумки > Органайзери для багажу,50407,Органайзери багажні,,Туризм та кемпінг > Ящики та сумки експедиційні > Органайзери багажні,1.0,Точне співпадіння категорії органайзерів,exact
1764,Алюмінієві скрині,,Скрині і Похідні Сумки > Алюмінієві скрині,50401,Алюмінієві ящики,,Туризм та кемпінг > Ящики та сумки експедиційні > Алюмінієві ящики,1.0,Точне співпадіння категорії алюмінієвих ящиків/скринь,exact
1756,Скрині Nomad FOX експедиційні,,Скрині і Похідні Сумки > Скрині Nomad FOX експедиційні,50403,Ящики Nomad FOX,,Туризм та кемпінг > Ящики та сумки експедиційні > Ящики Nomad FOX,1.0,Точне співпадіння категорії Nomad FOX ящиків,exact
1761,Сумки для велосипеда,,Скрині і Похідні Сумки > Сумки для велосипеда,40504,Сумки та рюкзаки,,Велосипеди > Аксесуари велосипедні > Сумки та рюкзаки,1.0,Точне співпадіння категорії сумок для велосипеда,exact
1759,Сумки WARN,,Скрині і Похідні Сумки > Сумки WARN,50404,Водонепроникні сумки,,Туризм та кемпінг > Ящики та сумки експедиційні > Водонепроникні сумки,0.7,Часткове співпадіння з категорією водонепроникних сумок,semantic
1762,Водонепроникні похідні сумки,,Скрині і Похідні Сумки > Водонепроникні похідні сумки,50404,Водонепроникні сумки,,Туризм та кемпінг > Ящики та сумки експедиційні > Водонепроникні сумки,1.0,Точне співпадіння категорії водонепроникних сумок,exact
1755,Транспортні ящики,,Скрині і Похідні Сумки > Транспортні ящики,50402,Ящики Wolf Case,,Туризм та кемпінг > Ящики та сумки експедиційні > Ящики Wolf Case,0.8,Часткове співпадіння з категорією експедиційних ящиків,semantic
1757,XG CARGO сумки,,Скрині і Похідні Сумки > XG CARGO сумки,50404,Водонепроникні сумки,,Туризм та кемпінг > Ящики та сумки експедиційні > Водонепроникні сумки,0.7,Часткове співпадіння з категорією водонепроникних сумок,semantic
