input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1818,Світшоти,,Одяг > Світшоти,40601,Велофутболки та джерсі,,Велосипеди > Велоодяг та взуття > Велофутболки та джерсі,0.6,"Семантически близко как спортивный верх, но не точное совпадение",semantic
1816,Толстовки і футболки,,Одяг > Толстовки і футболки,40601,Велофутболки та джерсі,,Велосипеди > Велоодяг та взуття > Велофутболки та джерсі,0.7,Семантически близко как верхняя одежда,semantic
1805,Взуття позашляхове,,Одяг > Взуття позашляхове,4060801,Взуття MTB,,Велосипеди > Велоодяг та взуття > Велозвуття > Взуття MTB,0.9,Точное совпадение по типу внедорожной обуви,exact
1813,Finntrail - вейдерси та водостійкий одяг,,Одяг > Finntrail - вейдерси та водостійкий одяг,20801,Дощові куртки,,Екіпіровка мотоцикліста > Дощовики > Дощові куртки,0.8,Семантически близко как водостойкая одежда,semantic
1820,Форма,,Одяг > Форма,40601,Велофутболки та джерсі,,Велосипеди > Велоодяг та взуття > Велофутболки та джерсі,0.7,Семантически близко как спортивная одежда,semantic
1808,Окуляри,,Одяг > Окуляри,40606,Велоокуляри,,Велосипеди > Велоодяг та взуття > Велоокуляри,0.9,Точное совпадение по типу очков,exact
1806,Імпрегнати Nikwax для взуття та одягу,,Одяг > Імпрегнати Nikwax для взуття та одягу,610,Імпрегнати,,Олії та хімія > Імпрегнати,0.8,Семантически близко как пропитка,semantic
1809,Захисні шоломи рятувальні екстремальні спорти,,Одяг > Захисні шоломи рятувальні екстремальні спорти,20101,Інтегральні шоломи,,Екіпіровка мотоцикліста > Шоломи > Інтегральні шоломи,0.7,Семантически близко как защитный шлем,semantic
1821,захисний шолом для мотоциклістів,,Одяг > захисний шолом для мотоциклістів,20101,Інтегральні шоломи,,Екіпіровка мотоцикліста > Шоломи > Інтегральні шоломи,0.9,Точное совпадение по типу мотошлема,exact
1812,Наколінники Захисники Колін,,Одяг > Наколінники Захисники Колін,20702,Захист колін,,Екіпіровка мотоцикліста > Захист мотоцикліста > Захист колін,0.9,Точное совпадение по защите колен,exact
1814,Рукавиці,,Одяг > Рукавиці,20601,Шкіряні перчатки,,Екіпіровка мотоцикліста > Мотоперчатки > Шкіряні перчатки,0.8,Семантически близко как перчатки,semantic
1819,Штани,,Одяг > Штани,20302,Текстильні штани,,Екіпіровка мотоцикліста > Мотоштани > Текстильні штани,0.9,Точное совпадение по типу штанов,exact
1815,Titan,,Одяг > Titan,Не найдено,Не найдено,,Не найдено,0.0,Недостаточно информации для точного сопоставления,unmatched
1817,Шапки,,Одяг > Шапки,Не найдено,Не найдено,,Не найдено,0.0,Нет подходящей категории головных уборов,unmatched
1807,Гаджети Шекла4x4,,Одяг > Гаджети Шекла4x4,Не найдено,Не найдено,,Не найдено,0.0,Недостаточно информации для точного сопоставления,unmatched
1810,Автомобільні шоломи,,Одяг > Автомобільні шоломи,Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории автомобильных шлемов,unmatched
1811,Балаклави,,Одяг > Балаклави,Не найдено,Не найдено,,Не найдено,0.0,Нет подходящей категории балаклав,unmatched
1804,"Робочий одяг - рукавиці, штани, світшоти BLAKLADER",,"Одяг > Робочий одяг - рукавиці, штани, світшоти BLAKLADER",Не найдено,Не найдено,,Не найдено,0.0,Нет специфической категории рабочей одежды,unmatched
