input_id,input_name,input_path,input_full_path,match_id,match_name,match_path,match_full_path,confidence,reasoning,method
1317,Велосипедні багажники,,Велосипедні аксесуари > Аксесуари > Велосипедні багажники,10201,Багажники та кошики,,Велосипеди та аксесуари > Велосипедні аксесуари > Багажники та кошики,1.0,Точное совпадение по типу и семантике багажников,exact
1316,Фляги,,Велосипедні аксесуари > Аксесуари > Велосипедні фляги та кошики > Фляги,10201,Багажники та кошики,,Велосипеди та аксесуари > Велосипедні аксесуари > Багажники та кошики,0.8,Семантическое сходство с категорией багажников и кошиков,semantic
1315,Кошики для пляшки,,Велосипедні аксесуари > Аксесуари > Велосипедні фляги та кошики > Кошики для пляшки,10201,Багажники та кошики,,Велосипеди та аксесуари > Велосипедні аксесуари > Багажники та кошики,0.9,Точное совпадение по типу кошиков,exact
1318,Велосипедні бризковики,,Велосипедні аксесуари > Аксесуари > Велосипедні бризковики,10204,Крила та захисні щитки,,Велосипеди та аксесуари > Велосипедні аксесуари > Крила та захисні щитки,1.0,Точное совпадение по типу защитных элементов,exact
1319,Велосипедні дзвоники,,Велосипедні аксесуари > Аксесуари > Велосипедні дзвоники,10202,Дзвінки та ліхтарі,,Велосипеди та аксесуари > Велосипедні аксесуари > Дзвінки та ліхтарі,1.0,Точное совпадение по типу аксессуаров,exact
1353,Кермо велосипедне,,Велосипедні аксесуари > Аксесуари > Кермо велосипедне,10305,Кермо та виноси,,Велосипеди та аксесуари > Велосипедні частини > Кермо та виноси,1.0,Точное совпадение по типу велосипедных компонентов,exact
1321,Кошики На Кермо,,Велосипедні аксесуари > Аксесуари > Кошики На Кермо,10201,Багажники та кошики,,Велосипеди та аксесуари > Велосипедні аксесуари > Багажники та кошики,0.9,Семантическое сходство с категорией багажников и кошиков,semantic
1324,Велосипедні передні ліхтарі,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Велосипедні передні ліхтарі,10202,Дзвінки та ліхтарі,,Велосипеди та аксесуари > Велосипедні аксесуари > Дзвінки та ліхтарі,0.9,Точне семантичне співпадіння для велосипедних ліхтарів,semantic
1323,Велосипедні задні ліхтарі,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Велосипедні задні ліхтарі,10202,Дзвінки та ліхтарі,,Велосипеди та аксесуари > Велосипедні аксесуари > Дзвінки та ліхтарі,0.9,Точне семантичне співпадіння для велосипедних ліхтарів,semantic
1325,Велосипедні Ліхтарі Комплекти,,Велосипедні аксесуари > Аксесуари > Велосипедні ліхтарі > Велосипедні Ліхтарі Комплекти,10202,Дзвінки та ліхтарі,,Велосипеди та аксесуари > Велосипедні аксесуари > Дзвінки та ліхтарі,0.9,Точне семантичне співпадіння для комплектів велосипедних ліхтарів,semantic
1327,Дзеркала для велосипедів,,Велосипедні аксесуари > Аксесуари > Дзеркала для велосипедів,10206,Тримачі та кріплення,,Велосипеди та аксесуари > Велосипедні аксесуари > Тримачі та кріплення,0.7,Часткове семантичне співпадіння з категорією тримачів,semantic
1332,Центрувальники для коліс,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Центрувальники для коліс,10205,Насоси та інструменти,,Велосипеди та аксесуари > Велосипедні аксесуари > Насоси та інструменти,0.8,Семантичне співпадіння з категорією інструментів,semantic
1329,Чищення Велосипеда,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Чищення Велосипеда,10205,Насоси та інструменти,,Велосипеди та аксесуари > Велосипедні аксесуари > Насоси та інструменти,0.7,Часткове семантичне співпадіння з категорією інструментів,semantic
1331,Ключі та інструменти,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Ключі та інструменти,10205,Насоси та інструменти,,Велосипеди та аксесуари > Велосипедні аксесуари > Насоси та інструменти,0.9,Точне семантичне співпадіння з категорією інструментів,semantic
1333,Підіймачі сервісні,,Велосипедні аксесуари > Аксесуари > Інструменти і Сервіс > Підіймачі сервісні,10205,Насоси та інструменти,,Велосипеди та аксесуари > Велосипедні аксесуари > Насоси та інструменти,0.7,Часткове семантичне співпадіння з категорією інструментів,semantic
1336,Окуляри Фотохромні,,Велосипедні аксесуари > Аксесуари > Велосипедні окуляри > Окуляри Фотохромні,10405,Окуляри,,Велосипеди та аксесуари > Велосипедний одяг > Окуляри,0.9,Точне семантичне співпадіння для категорії велосипедних окулярів,semantic
